School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio,Male to Female Ratio,Cluster (hier)
New York Institute of Technology,NY,11568-8000,21,0.28,11644,3642,0.6123,0.3877,0.814,72244,20,0.678,48924,0.3846,0.4962,0.5216,0.6396261682,0.044,0.9481782509,0,21427,1,0.6420974609,1.5793139025,30
Nyack College,NY,10004,11,0.3318,6660,1014,0.4497,0.5503,0.637,61585,25,0.9776,38689,0.5427,0.6557,0.3937,0.4941438929,0.114,1.0104736363,0,19077,1,0.8782003648,0.8171906233,14
Pace University,NY,10038-1598,11,1,12252,8233,0.3754,0.6246,0.7814,74848,20,0.7871,62268,0.2783,0.5079,0.5638,0.6988527725,0.048,0.9528403865,0,29707,1,0.547970227,0.6010246558,30
Paul Smiths College of Arts and Science,NY,12970-0265,42,0.7286,5815,712,0.6657,0.3343,0.6711,59302,20,0.6981,45710,0.4389,0.8161,0.4952,0.7172011662,0.075,0.9477598784,0,23784,1,0.6954834487,1.991325157,5
Davis College,NY,13790-2700,22,0.5950077564,5000,57,0.6316,0.3684,0.125,52113,24,0.3103,27393,0.3817,0.3817,0.5769,0.5576923077,0.128,0.9786193253,0,15509,1,1.1511024643,1.7144408252,8
Pratt Institute-Main,NY,11205,11,0.1485,11231,3638,0.29,0.71,0.8882,75295,20,0.555,67703,0.1985,0.3973,0.7129,0.7825732899,0.042,0.9207520764,0,45571,1,0.7661220816,0.4084507042,31
Rensselaer Polytechnic Institute,NY,12180-3590,13,0.8766,12961,6203,0.6784,0.3216,0.9229,74851,19,0.4741,71998,0.1789,0.4947,0.8542,0.9342240493,0.005,0.7813888903,0,35464,1,0.421223345,2.1094527363,34
Roberts Wesleyan College,NY,14624,21,0.9292,6652,1255,0.3211,0.6789,0.7939,60753,26,0.6658,44599,0.3393,0.6442,0.6514,0.6918489066,0.061,0.9504667194,0,23569,1,0.7237075071,0.4729709825,14
Rochester Institute of Technology,NY,14623-5603,21,0.678,10571,12623,0.6651,0.3349,0.8845,69175,20,0.7073,56977,0.2925,0.5993,0.67,0.7853925984,0.033,0.8627388034,0,33167,1,0.5971937236,1.98596596,30
University of Rochester,NY,14627-0011,12,0.9301,13047,6521,0.4947,0.5053,0.9368,76108,20,0.2971,72721,0.1796,0.4399,0.8682,0.8228279387,0.016,0.8463367022,0,29522,1,0.4609643667,0.979022363,34
Russell Sage College,NY,12180,13,0.8511,6290,1311,0.2189,0.7811,0.7236,60191,22,0.8501,45078,0.4348,0.8915,0.669,0.7039413382,0.039,0.9762204172,0,23337,1,0.6216548991,0.2802458072,13
St Bonaventure University,NY,14778-9800,33,0.6623,6442,1787,0.5322,0.4678,0.8367,64352,19,0.7502,48956,0.2745,0.8032,0.7118,0.7494692144,0.047,0.9774638146,1,22663,1,0.5359890727,1.1376656691,38
St Francis College,NY,11201-4305,11,0.2527,8948,2495,0.3864,0.6136,0.7576,53129,21,0.7812,31266,0.4697,0.4206,0.5613,0.578528827,0.068,0.9896008241,0,18236,1,0.6714757118,0.629726206,14
St Lawrence University,NY,13617,33,0.7671,9947,2360,0.4542,0.5458,0.9047,68738,19,0.4241,70630,0.2061,0.5555,0.8291,0.8615782665,0.024,0.8994562532,0,27774,1,0.5326368963,0.8321729571,34
The College of Saint Rose,NY,12203-1490,13,0.5185,8005,2409,0.3421,0.6579,0.6992,65757,20,0.8747,48093,0.45,0.7276,0.6098,0.7437923251,0.058,0.9836343663,0,22754,1,0.6139708067,0.5199878401,13
St. Thomas Aquinas College,NY,10976-1050,21,0.3611,9350,1148,0.5096,0.4904,0.7148,86845,20,0.8058,45850,0.2191,0.3673,0.5679,0.7206303725,0.097,0.9903934022,0,20274,1,0.5335352736,1.0391517129,12
Sarah Lawrence College,NY,10708,21,0.3467,10153,1364,0.2515,0.7485,0.8306,76763,19,0.531,72469,0.1589,0.5021,0.7588,0.8366445916,0.024,0.8817003166,0,36422,1,0.562055865,0.336005344,30
Siena College,NY,12211-1462,21,0.6388,8872,3146,0.4313,0.5687,0.8631,72227,19,0.8112,55706,0.2522,0.6726,0.7697,0.862745098,0.025,0.8785311433,1,27479,1,0.4663126702,0.7583963425,38
Skidmore College,NY,12866,23,0.8147,10114,2649,0.4047,0.5953,0.9143,78806,19,0.3005,71730,0.1516,0.2894,0.8737,0.9228070175,0.006,0.8372808461,0,27197,1,0.4236889182,0.6798252982,34
St. Joseph's College-New York,NY,11205-3688,11,1,9073,953,0.3494,0.6506,0.805,81308,24,0.7124,34303,0.4454,0.5557,0.6548,0.6815568333,0.042,0.9695656059,0,16360,1,0.5545384128,0.5370427298,14
Saint John Fisher College,NY,14618-3597,21,1,9415,2639,0.4077,0.5923,0.8752,63735,21,0.6449,48077,0.2917,0.7204,0.7407,0.7910069664,0.029,0.9266798277,1,27767,1,0.5844742389,0.6883336147,38
St. John's University-New York,NY,11439,11,0.4406,12500,11689,0.4361,0.5639,0.8178,69749,19,0.7234,54012,0.2659,0.3684,0.6179,0.696912196,0.057,0.9456452887,1,27130,1,0.4944018498,0.7733640716,40
SUNY College of Technology at Canton,NY,13617-1098,33,0.5905,6718,3141,0.4416,0.5584,0.6993,48556,22,0.8462,22610,0.5669,0.7242,0.4275,0.5197594502,0.106,1.0063596957,0,13864,1.4543352601,0.8384998374,0.7908309456,22
SUNY College of Agriculture and Technology at Cobleskill,NY,12043,32,0.7211,6789,2198,0.4595,0.5405,0.7744,60485,20,0.5372,24891,0.506,0.5931,0.4229,0.6489583333,0.117,0.9933868643,0,16647,2.1154885187,0.7301240695,0.8501387604,23
Farmingdale State College,NY,11735-1021,21,0.3223,8392,9400,0.5846,0.4154,0.8006,86057,22,0.5489,16113,0.3376,0.2924,0.5084,0.7125877904,0.045,0.9684954851,0,8638,2.1606933708,0.4770788048,1.4073182475,22
SUNY at Albany,NY,12222,13,0.5963,9870,13153,0.4832,0.5168,0.7964,70013,20,0.5425,26090,0.4208,0.5729,0.6326,0.7670802316,0.054,0.9740795659,0,18577,2.728577044,0.5146372081,0.9349845201,20
Binghamton University,NY,13850-6000,22,0.6954,9973,14156,0.4977,0.5023,0.8987,71392,20,0.4053,26712,0.28,0.4346,0.8151,0.7907874421,0.018,0.8895316665,0,19353,2.7243407509,0.4050150726,0.9908421262,26
University at Buffalo,NY,14260-1660,21,0.6373,10735,21760,0.5616,0.4384,0.8631,63949,20,0.6108,26035,0.3322,0.4684,0.7535,0.7398306261,0.033,0.9237933916,0,18194,2.6790193843,0.4740253458,1.2810218978,26
Stony Brook University,NY,11794-0701,21,0.6125,12149,17767,0.5051,0.4949,0.8889,76205,21,0.4415,25177,0.3545,0.365,0.7508,0.7705903146,0.027,0.883265438,0,15160,2.7366093366,0.4619964606,1.0206102243,26
SUNY College of Environmental Science and Forestry,NY,13210,12,0.7097,8875,1810,0.521,0.479,0.8225,63414,20,0.6954,27820,0.2882,0.4696,0.7647,0.8274336283,0.025,0.897498262,0,19737,2.0854326396,0.5622388991,1.0876826722,23
SUNY Polytechnic Institute,NY,13502,22,0.4658,9610,2077,0.6856,0.3144,0.74,53376,22,0.6902,22001,0.4038,0.4681,0.5708,0.6755514706,0.043,0.9424076709,0,13809,2.1654710102,0.5013944677,2.1806615776,33
SUNY Brockport,NY,14420-2919,31,0.5523,7566,6624,0.4271,0.5729,0.7362,61824,22,0.5474,23256,0.4275,0.6637,0.6462,0.6652489367,0.05,0.9840192961,0,15882,2.1417050691,0.6315660385,0.7455053238,22
SUNY Buffalo State,NY,14222,11,0.4407,7912,7501,0.4251,0.5749,0.5818,55484,21,0.6701,21764,0.56,0.6024,0.4708,0.6300610094,0.098,1.018888058,0,12960,2.146128423,0.7154493022,0.7394329449,24
SUNY Cortland,NY,13045-0900,32,0.5535,6798,6281,0.4356,0.5644,0.7984,68027,20,0.4604,25026,0.3287,0.6634,0.7102,0.7909977967,0.045,0.957294097,0,18705,2.1253690665,0.5611141107,0.7717930546,23
SUNY at Fredonia,NY,14063-1136,32,0.5655,7139,4194,0.4294,0.5706,0.7021,60720,20,0.7112,23420,0.4403,0.7095,0.6322,0.7631289019,0.045,0.9817570359,0,14824,2.1368590111,0.7055811798,0.7525411847,22
SUNY College at Geneseo,NY,14454-1465,32,0.638,7659,5269,0.3777,0.6223,0.846,69095,19,0.6547,25612,0.2702,0.5074,0.8035,0.8455484506,0.015,0.9178410712,0,18924,2.1101153803,0.5599118081,0.6069419894,23
State University of New York at New Paltz,NY,12561-2443,21,0.5157,7373,6672,0.3746,0.6254,0.8528,72171,21,0.4518,25247,0.3622,0.5211,0.7651,0.7537190083,0.032,0.9519278278,0,17171,2.1656080922,0.5689846107,0.5989766549,23
SUNY Oneonta,NY,13820-4015,33,0.6038,6958,6046,0.3819,0.6181,0.8029,67183,20,0.5604,24862,0.3462,0.5959,0.7591,0.8158393331,0.031,0.9397009167,0,17470,2.1338672769,0.5915281625,0.6178611875,23
SUNY College at Oswego,NY,13126,32,0.643,7110,6881,0.495,0.505,0.7731,60525,20,0.5405,24393,0.4443,0.6516,0.6525,0.737093931,0.046,0.9740234154,0,15665,2.1368590111,0.6582288767,0.9801980198,23
SUNY College at Potsdam,NY,13676-2294,33,0.7115,6543,3055,0.3813,0.6187,0.7285,56041,20,0.6797,23520,0.5315,0.7368,0.5812,0.6211431462,0.075,1.0043390811,0,13704,2.1376420618,0.7153108487,0.6162922256,22
SUNY at Purchase College,NY,10577-1400,21,0.4022,7520,3967,0.4187,0.5813,0.8127,76919,21,0.5151,26982,0.3718,0.5063,0.6194,0.7166462668,0.053,0.9886847861,0,18326,2.1106130225,0.6955110512,0.7202821263,23
SUNY College at Old Westbury,NY,11568-0210,21,0.4217,8807,4679,0.4116,0.5884,0.7582,73417,23,0.7776,20035,0.5134,0.3656,0.4771,0.5328341014,0.058,1.0136866535,0,10557,2.1842734226,0.5871840694,0.6995241332,21
SUNY College at Plattsburgh,NY,12901-2681,32,0.5826,7152,4794,0.4159,0.5841,0.75,61507,21,0.5848,24430,0.4085,0.6166,0.6823,0.6768465909,0.04,0.9687703721,0,15845,2.1169972949,0.641304123,0.7120356103,23
SUNY Empire State College,NY,12866-4391,23,0.2095,7366,8098,0.3685,0.6315,0.5185,59452,33,0.7713225151,20017,0.3259,0.3265,0.2522,0.4972840371,0.07,1.0330439509,0,12142,2.3030900723,0.8216656807,0.5835312747,25
SUNY Maritime College,NY,10465-4198,11,0.6917,7639,1510,0.8623,0.1377,0.7825,80060,20,0.7362,25905,0.2238,0.4981,0.7071,0.781420765,0.026,0.8816312,0,20616,2.1647860837,0.4278033703,6.2621641249,33
Syracuse University,NY,13244,12,0.6685,12051,14854,0.4663,0.5337,0.9182,75289,20,0.4438,70390,0.1785,0.4203,0.8277,0.8488320846,0.033,0.9224219715,0,34482,1,0.5316636351,0.8737118231,34
Touro College,NY,10018,11,0.4237,8198,4967,0.3048,0.6952,0.8428,49299,26,0.6942,31230,0.436,0.2663,0.5293,0.5414428243,0.06,0.9903226237,0,19272,1,0.8478165513,0.4384349827,14
Union College,NY,12308-2311,13,0.852,11549,2161,0.5363,0.4637,0.9335,79161,19,0.4292,70799,0.1288,0.4599,0.8522,0.8879310345,0.014,0.8316312434,0,34779,1,0.4056575892,1.1565667457,34
Utica College,NY,13502-4892,13,0.3405,8352,3374,0.4176,0.5824,0.7053,55854,23,0.8684,33223,0.3418,0.7227,0.5419,0.60488677,0.049,0.9822514854,0,22471,1,0.6082844417,0.717032967,14
Vassar College,NY,12604,21,0.8297,12358,2421,0.411,0.589,0.9606,80899,19,0.2374,72724,0.2296,0.4137,0.9151,0.9278937381,0.015,0.7852510806,0,26208,1,0.3906500674,0.6977928693,34
Villa Maria College,NY,14225-3999,13,0.2128,4345,516,0.4225,0.5775,0.5096,48601,22,0.7438,28410,0.6526,0.7702,0.3842,0.4770408163,0.195,1.0191484708,1,12243,1,0.8764732209,0.7316017316,37
School of Visual Arts,NY,10010,11,0.4029,3217,3852,0.2835,0.7165,0.8696,78955,20,0.7113,62558,0.1979,0.3271,0.711,0.7642215569,0.027,0.9389903773,0,44616,1,0.6890904007,0.3956734124,31
Wagner College,NY,10301-4495,11,0.9825,8333,1712,0.3324,0.6676,0.8,80220,20,0.7074,60792,0.2063,0.5851,0.7021,0.8413524057,0.046,0.9090747489,0,33307,1,0.4540017007,0.4979029359,30
Wells College,NY,13026-0500,42,0.717,6638,413,0.3487,0.6513,0.7075,61992,19,0.8317,56464,0.5117,0.8535,0.581,0.7328990228,0.074,0.9879252331,0,21307,1,0.7302823759,0.5353907569,13
Yeshiva University,NY,10033-3299,11,1,12388,2712,0.5354,0.4646,0.9077,78671,19,0.5536,62075,0.1554,0.2394,0.8254,0.8494077834,0.029,0.8983243025,0,38930,1,0.5183511791,1.152389152,34
Appalachian State University,NC,28608,32,0.7569,8310,17401,0.436,0.564,0.8776,61267,21,0.7681,19158,0.294,0.4739,0.7242,0.7788750537,0.039,0.9488475247,0,13920,2.9985153192,0.6605631332,0.7730496454,20
Barton College,NC,27893-7000,31,0.96,5989,1032,0.4225,0.5775,0.6606,54814,23,0.4529,45505,0.4477,0.7592,0.5336,0.5923392613,0.045,0.996709519,0,24141,1,0.808245248,0.7316017316,5
Belmont Abbey College,NC,28012-1802,22,0.619,5127,1436,0.5139,0.4861,0.6199,63374,23,0.8065,31727,0.3233,0.5925,0.4444,0.477486911,0.109,1.0206951082,1,21148,1,1.0419819778,1.0571898786,37
Bennett College,NC,27401-3239,11,0.6094,4752,309,0,1,0.4971,60183,19,0.5896,31453,0.6854,0.7809,0.4694,0.3621867882,0.147,1.1017964248,0,21356,1,1.3443671018,0,16
Brevard College,NC,28712,31,1,5098,743,0.5518,0.4482,0.6504,60482,20,0.5875,42930,0.416,0.7066,0.3693,0.6226415094,0.133,1.0015275491,0,22933,1,0.7794595747,1.2311468095,5
Campbell University,NC,27506,31,0.48,8881,3948,0.4777,0.5223,0.7577,56906,23,0.777,48968,0.343,0.4922,0.5382,0.6841206602,0.058,0.9807419318,0,24544,1,0.68042983,0.9146084626,12
Catawba College,NC,28144,22,0.6694,6872,1300,0.4592,0.5408,0.7219,60564,22,0.4951,44396,0.3987,0.6727,0.4857,0.6754385965,0.095,0.9948850472,0,18185,1,0.8248285482,0.849112426,5
Chowan University,NC,27855,32,1,7014,1259,0.5322,0.4678,0.5556,53634,20,0.6835,36470,0.7504,0.8845,0.2794,0.3881118881,0.246,1.0779179106,0,17488,1,1.2603629845,1.1376656691,1
Davidson College,NC,28035,21,0.9451,11174,1833,0.5057,0.4943,0.9495,76036,19,0.1805,68594,0.1612,0.2127,0.9042,0.8902953586,0.006,0.8760736988,0,19115,1,0.3767214075,1.0230629173,36
Duke University,NC,27708,11,0.9364,16863,6546,0.4954,0.5046,0.9827,78468,21,0.076,75105,0.1381,0.2885,0.9512,0.9195940671,0.009,0.7591352264,0,27020,1,0.2845943189,0.9817677368,36
East Carolina University,NC,27858-4353,13,0.7892,8623,21992,0.4384,0.5616,0.8184,57608,21,0.7872,21598,0.3434,0.5275,0.6536,0.6856318825,0.051,0.9926268283,0,15844,3.2488256424,0.7172541822,0.7806267806,20
Elizabeth City State University,NC,27909,32,0.8333,7621,1623,0.4165,0.5835,0.7019,47337,21,0.6563,11837,0.6473,0.6167,0.4095,0.2924335378,0.128,1.0833946814,0,2350,2.226993865,1.1200601009,0.7137960583,1
Elon University,NC,27244-2010,22,0.7531,9436,6277,0.3968,0.6032,0.9111,81102,19,0.7844,50737,0.0902,0.2781,0.8388,0.9188069594,0.012,0.8597161494,0,37230,1,0.4203119649,0.6578249337,31
Fayetteville State University,NC,28301-4298,12,0.792,8638,5061,0.3074,0.6926,0.7381,49808,26,0.6851,16044,0.5573,0.5688,0.3475,0.3436838391,0.119,1.0513624452,0,5899,3.2009859689,1.1001950067,0.4438348253,24
Gardner-Webb University,NC,28017-0997,32,0.9744,6882,1996,0.3502,0.6498,0.7377,54757,25,0.6671,44837,0.4361,0.5938,0.5448,0.5992601726,0.078,0.997449581,0,21296,1,0.8023811778,0.5389350569,14
Greensboro College,NC,27401-1875,11,1,6175,756,0.5212,0.4788,0.65,63893,21,0.7709,41510,0.4317,0.6849,0.3641,0.5843373494,0.145,1.0166948855,0,18764,1,0.8942197634,1.0885547201,5
Guilford College,NC,27410-4108,11,0.5642,7011,1357,0.4783,0.5217,0.6648,63141,22,0.7501,51800,0.4103,0.7224,0.5739,0.5844504021,0.067,1.0129856268,0,22996,1,0.9902415804,0.9168104274,13
High Point University,NC,27268,12,0.9971,7792,4561,0.4361,0.5639,0.8285,63207,19,0.7455,52543,0.1072,0.4167,0.6498,0.6909836066,0.04,0.9205094734,0,37255,1,0.5640375819,0.7733640716,31
Johnson C Smith University,NC,28216-5398,11,0.557,6419,1429,0.3968,0.6032,0.6562,57295,23,0.4698,31931,0.7419,0.8608,0.4081,0.2835519677,0.213,1.0890379373,0,19220,1,1.2196477221,0.6578249337,1
Lees-McRae College,NC,28604,42,0.5043,5438,833,0.3229,0.6771,0.5991,55854,25,0.5482,42379,0.5093,0.7039,0.424,0.6454849498,0.066,0.9727882383,0,21024,1,0.6914035492,0.4768867228,14
Lenoir-Rhyne University,NC,28601,13,1,7275,1719,0.4078,0.5922,0.7218,58700,20,0.7794,49514,0.3956,0.6033,0.5125,0.6800976801,0.073,0.9950666896,0,18924,1,0.7919572343,0.6886187099,13
Livingstone College,NC,28144,22,0.825,5408,1114,0.5072,0.4928,0.5623,55022,20,0.5007,28319,0.8433,0.9063,0.2393,0.175308642,0.233,1.082590576,0,18006,1,1.4663674192,1.0292207792,1
Mars Hill University,NC,28754,21,0.9904,5265,1035,0.4609,0.5391,0.6288,56558,21,0.6333,44301,0.607,0.8193,0.347,0.5969962453,0.111,1.0265684624,0,18735,1,0.988288778,0.8549434242,5
Meredith College,NC,27607-5298,11,0.9937,7608,1495,0,1,0.813,66301,21,0.6472,49109,0.3231,0.6163,0.6358,0.6984615385,0.045,0.9590819945,0,23683,1,0.8019062457,0,18
Methodist University,NC,28311-1420,12,0.5304,7161,1625,0.5342,0.4658,0.5811,58239,23,0.6301,55072,0.387,0.5198,0.414,0.5472803347,0.08,1.0041541679,0,32906,1,0.6882538018,1.1468441391,6
Montreat College,NC,28757-1267,21,0.2129,5394,740,0.5257,0.4743,0.6667,61225,23,0.5596,39635,0.4025,0.766,0.3819,0.6022364217,0.087,1.0237607903,0,22946,1,0.9249158089,1.1083702298,5
University of Mount Olive,NC,28365-0919,31,1,6533,2474,0.3517,0.6483,0.6245,51727,30,0.5848,30770,0.5052,0.6727,0.5035,0.5187096774,0.066,1.0196398386,0,16437,1,1.040197328,0.5424957581,2
North Carolina A & T State University,NC,27411,11,0.6241,8760,10709,0.4159,0.5841,0.7941,56398,21,0.5829,17944,0.5747,0.7448,0.5181,0.3387885228,0.095,1.0677019724,0,10274,3.0294426919,0.9894550137,0.7120356103,24
University of North Carolina at Asheville,NC,28804-8510,13,0.6869,8410,3287,0.425,0.575,0.7254,56376,22,0.84,19884,0.3551,0.4785,0.6122,0.6343223737,0.057,0.9576156559,0,12061,3.3991149219,0.7115425798,0.7391304348,21
University of North Carolina at Chapel Hill,NC,27599,13,0.7613,12783,19014,0.4035,0.5965,0.9636,66893,20,0.2263,23776,0.2319,0.2541,0.8995,0.8532608696,0.019,0.8477772448,0,12352,4.0266146993,0.4360817249,0.6764459346,27
University of North Carolina at Charlotte,NC,28223-0001,11,0.707,9822,23638,0.5328,0.4672,0.8257,65762,22,0.6505,22323,0.369,0.5036,0.6141,0.685640026,0.059,0.9802000023,0,16529,2.9455467053,0.6435160377,1.1404109589,20
University of North Carolina at Greensboro,NC,27402-6170,11,0.7566,8563,16104,0.3299,0.6701,0.7547,60658,22,0.8246,20401,0.4877,0.5965,0.5602,0.6378607533,0.052,1.0107559407,0,12748,3.0476833716,0.7039484105,0.4923145799,20
North Carolina Central University,NC,27707,11,0.6331,8470,5546,0.3146,0.6854,0.7638,57501,22,0.6798,24222,0.6124,0.7359,0.472,0.2975253093,0.069,1.0883716176,0,14732,2.9447505357,1.2271657637,0.4590020426,24
University of North Carolina School of the Arts,NC,27127-2738,12,0.7673,7694,926,0.4298,0.5702,0.8683,68862,20,0.2891,21624,0.2854,0.5303,0.7382,0.6517241379,0.041,0.9514497778,0,13885,2.7677922633,0.7774538387,0.7537706068,23
North Carolina State University at Raleigh,NC,27695-7001,11,0.8745,11062,24239,0.5253,0.4747,0.9441,64180,20,0.4513,23891,0.2028,0.3888,0.8125,0.8095238095,0.029,0.8824597876,0,16458,3.2106361938,0.5052727658,1.1065936381,27
North Carolina Wesleyan College,NC,27804,13,0.2325,6006,1822,0.4237,0.5763,0.671,57249,28,0.6228,43407,0.5174,0.7115,0.3518,0.4598984772,0.11,1.0359390998,0,14023,1,0.8227392889,0.7352073573,5
University of North Carolina Wilmington,NC,28403-5963,12,0.7178,8570,14421,0.3688,0.6312,0.8619,62176,22,0.6545,24452,0.2708,0.4382,0.722,0.6727362205,0.039,0.9596654218,0,19055,2.9586408578,0.6232533827,0.5842839037,23
William Peace University,NC,27604-1194,11,0.3611,5730,839,0.4779,0.5221,0.6557,63605,22,0.5049,45260,0.4769,0.7813,0.4019,0.5945945946,0.078,1.0339294896,0,24134,1,0.8666682605,0.9153418885,5
University of North Carolina at Pembroke,NC,28372-1510,32,0.7761,7439,6270,0.3879,0.6121,0.7162,49520,22,0.8493,16047,0.5365,0.6128,0.4087,0.4798978941,0.095,1.0355664204,0,10228,2.1461318052,0.7960742381,0.6337199804,24
Pfeiffer University,NC,28109-0960,42,1,6645,897,0.4058,0.5942,0.5882,62403,24,0.6378,42796,0.5767,0.8633,0.4364,0.648011782,0.076,0.9976685473,0,33465,1,0.7617103108,0.6829350387,14
Queens University of Charlotte,NC,28274-0001,11,0.4813,7477,1654,0.3307,0.6693,0.752,69597,23,0.6522,48240,0.2843,0.6937,0.5597,0.6402943882,0.034,0.9770079512,0,25078,1,0.6996974281,0.4940983117,12
Mid-Atlantic Christian University,NC,27909-4054,32,1,4905,187,0.615,0.385,0.4043,56960,22,0.415,29053,0.5707,0.7024,0.2973,0.4369747899,0.172,1.0644235751,0,20557,1,1.310264733,1.5974025974,8
Saint Augustine's University,NC,27610-2298,11,0.561,5894,899,0.5606,0.4394,0.5687,57856,20,0.734,31669,0.7699,0.838,0.2449,0.3319672131,0.223,1.0850265525,0,18596,1,1.4087431046,1.2758306782,1
Salem College,NC,27101,12,0.5484,6070,585,0.0291,0.9709,0.76,59058,23,0.7995,45627,0.5469,0.7102,0.5966,0.6106557377,0.063,1.0163035832,0,18010,1,0.9880706143,0.0299721908,16
Shaw University,NC,27601,11,0.5537,5006,1170,0.4009,0.5991,0.5718,53196,21,0.634,29367,0.7479,0.8605,0.1623,0.2109416097,0.214,1.0923278763,0,19244,1,1.3518080433,0.6691704223,1
St. Andrews University,NC,28352,32,0.6338,4984,724,0.4461,0.5539,0.492,64861,21,0.4533,42903,0.3779,0.5603,0.355,0.4836223507,0.161,1.0333661487,0,22666,1,0.7432092254,0.8053800325,6
Wake Forest University,NC,27106,12,0.7695,11978,5285,0.4683,0.5317,0.9423,80539,19,0.296,71560,0.0945,0.2128,0.8846,0.9007981756,0.016,0.8910796586,0,29990,1,0.4868743997,0.880759827,34
Warren Wilson College,NC,28778-2099,21,0.5752,5773,688,0.3372,0.6628,0.6175,70885,20,0.846,51111,0.414,0.5875,0.477,0.7555555556,0.035,0.9541465605,0,22858,1,0.8956779468,0.5087507544,13
Wingate University,NC,28174-0159,21,1,7814,2760,0.3935,0.6065,0.6811,65044,20,0.8874,47380,0.4076,0.5759,0.5072,0.7132768362,0.039,0.9993930481,0,18759,1,0.6886639413,0.6488046167,13
Winston-Salem State University,NC,27110-0001,12,0.68,8299,4530,0.2669,0.7331,0.7779,54716,22,0.6759,19900,0.6431,0.7247,0.4972,0.4020654045,0.136,1.06598688,0,12286,2.7247938058,0.9644930541,0.364070386,24
Western Carolina University,NC,28723-9646,32,0.7086,7832,10292,0.4547,0.5453,0.7823,56230,22,0.6871,18289,0.376,0.5519,0.6201,0.6359023153,0.065,0.9878652187,0,13722,1.9352349778,0.7205875571,0.833852925,24
Dickinson State University,ND,58601-4896,33,0.5806,6670,1129,0.3942,0.6058,0.6845,46555,23,0.9973,15673,0.2342,0.3935,0.3746,0.7975986278,0.073,0.9563328308,0,10855,1.4188078109,0.5779866107,0.6507098052,25
University of Jamestown,ND,58405,33,1,6624,901,0.5472,0.4528,0.7159,51493,20,0.6926,34185,0.3134,0.6979,0.4391,0.8352272727,0.059,0.941244782,0,19413,1,0.6523955148,1.2084805654,22
University of Mary,ND,58504,41,0.5685,7953,2194,0.3979,0.6021,0.8027,50623,22,0.7355,29047,0.1934,0.5481,0.5756,0.8033946252,0.047,0.8663641432,1,17410,1,0.5563531945,0.6608536788,38
Mayville State University,ND,58257-1299,43,1,5778,855,0.3474,0.6526,0.6015,51474,24,0.7013,17735,0.2816,0.4525,0.3087,0.6577868852,0.132,1.0135454635,0,12378,1.4109802809,0.7036080642,0.5323322096,25
Minot State University,ND,58707,33,0.4695,7114,2353,0.3876,0.6124,0.7161,47057,23,0.6667,16428,0.2216,0.364,0.4557,0.7622149837,0.068,0.9609815243,0,11898,1,0.6819481719,0.6329196604,25
University of North Dakota,ND,58202-8193,13,0.9012,8861,9519,0.5649,0.4351,0.7839,56722,22,0.8112,21350,0.1839,0.4524,0.5745,0.8188857819,0.029,0.9298906785,0,15738,1.6326006574,0.5898881307,1.2983222248,22
North Dakota State University-Main Campus,ND,58108-6050,12,0.9756,9193,10579,0.5352,0.4648,0.7892,55831,20,0.9356,21497,0.2095,0.539,0.5899,0.8401886792,0.031,0.8922635781,0,16584,1.4242362108,0.551150304,1.1514629948,22
Trinity Bible College and Graduate School,ND,58436-7105,43,0.9375,4053,162,0.537,0.463,0.6364,50788,21,0.9074,26997,0.4734,0.8723,0.4343,0.5752212389,0.209,0.9448045007,0,19978,1,1.127283105,1.1598272138,8
Valley City State University,ND,58072,33,0.6404,6116,1038,0.474,0.526,0.7285,48927,23,0.7621,18269,0.2187,0.2963,0.4497,0.7618110236,0.094,0.960487994,0,11981,1.572596341,0.6053402012,0.9011406844,25
University of Akron Main Campus,OH,44325-4702,12,0.5118,10227,12744,0.5486,0.4514,0.7143,58778,21,0.7304,24520,0.3211,0.4652,0.4237,0.5166382913,0.1,0.9974895004,0,17792,1.5267273977,0.9766873687,1.2153300842,22
Art Academy of Cincinnati,OH,45202-1706,11,0.1875,4840,212,0.2736,0.7264,0.619,69050,21,0.2651,43550,0.5625,0.849,0.5435,0.5882352941,0.18,1.0041081323,0,24071,1,0.9727820246,0.3766519824,19
Ashland University,OH,44805,31,0.3376,7288,2973,0.4164,0.5836,0.7521,64491,29,0.7117,33296,0.2661,0.6057,0.6305,0.7583294228,0.04,0.9471855186,0,20111,1,0.6799543237,0.7135023989,14
Baldwin Wallace University,OH,44017-2088,21,0.565,8041,2925,0.4622,0.5378,0.808,66257,21,0.7269,46213,0.3254,0.798,0.6445,0.7289719626,0.049,0.9797929114,0,22917,1,0.7956651358,0.8594272964,13
Bluffton University,OH,45817-2104,32,0.5377,5859,667,0.5697,0.4303,0.6034,59827,21,0.5497,46759,0.39,0.7243,0.544,0.7302100162,0.062,0.9673610546,0,26069,1,0.8349847476,1.3239600279,5
